FLT_NUM,DD,B,C,D,E,G,H,I,J,K,L,M,N,O,P,Q,R,T,U,V,X,Y,Z,CT,YT,TT,SORG,SDST,DemCluster,HLDate,HCBuy
1121,2018-02-02,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,30.0,0.0,0.0,2.0,2.0,13.0,0.0,0.0,1.0,0.0,0.0,2.0,62.0,64.0,AER,SVO,1,38,1
1642,2018-02-02,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,89.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,100.0,102.0,SVO,ASF,1,4,0
1135,2018-02-02,0.0,0.0,8.0,20.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,66.0,1.0,0.0,8.0,15.0,16.0,0.0,0.0,2.0,0.0,0.0,10.0,132.0,142.0,AER,SVO,1,41,1
1120,2018-02-02,2.0,0.0,3.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,34.0,6.0,0.0,0.0,15.0,3.0,0.0,0.0,3.0,3.0,0.0,10.0,72.0,82.0,SVO,AER,1,13,0
1139,2018-02-02,0.0,0.0,3.0,19.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,86.0,1.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,1.0,1.0,7.0,122.0,129.0,AER,SVO,1,12,0
1135,2018-02-03,1.0,0.0,3.0,3.0,30.0,13.0,0.0,2.0,6.0,18.0,3.0,18.0,4.0,0.0,2.0,13.0,10.0,4.0,0.0,4.0,0.0,2.0,11.0,125.0,136.0,AER,SVO,1,181,1
1173,2018-02-03,0.0,0.0,0.0,32.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,148.0,149.0,ASF,SVO,2,9,0
1139,2018-02-03,0.0,1.0,3.0,33.0,0.0,4.0,1.0,1.0,3.0,12.0,0.0,21.0,3.0,0.0,25.0,12.0,34.0,1.0,0.0,8.0,0.0,0.0,9.0,153.0,162.0,AER,SVO,2,40,1
1128,2018-02-03,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0,1.0,0.0,7.0,7.0,8.0,0.0,0.0,5.0,0.0,0.0,1.0,121.0,122.0,SVO,AER,1,17,0
1140,2018-02-03,1.0,0.0,4.0,17.0,0.0,4.0,1.0,0.0,2.0,10.0,4.0,50.0,8.0,0.0,20.0,7.0,11.0,2.0,0.0,8.0,0.0,0.0,13.0,136.0,149.0,SVO,AER,1,21,0
1130,2018-02-03,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,97.0,0.0,0.0,5.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,129.0,129.0,SVO,AER,1,3,0
1172,2018-02-03,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,103.0,SVO,ASF,0,10,0
1138,2018-02-03,0.0,1.0,5.0,34.0,0.0,7.0,0.0,1.0,2.0,8.0,0.0,56.0,5.0,0.0,18.0,10.0,17.0,1.0,0.0,5.0,0.0,0.0,12.0,158.0,170.0,SVO,AER,2,45,1
1134,2018-02-03,1.0,4.0,8.0,19.0,0.0,9.0,0.0,1.0,4.0,20.0,2.0,38.0,6.0,0.0,7.0,9.0,11.0,3.0,0.0,6.0,1.0,0.0,19.0,130.0,149.0,SVO,AER,1,87,1
1127,2018-02-03,5.0,1.0,3.0,28.0,0.0,9.0,0.0,1.0,9.0,13.0,5.0,38.0,6.0,0.0,2.0,9.0,28.0,4.0,0.0,5.0,6.0,0.0,11.0,161.0,172.0,AER,SVO,2,72,1
1141,2018-02-03,0.0,0.0,3.0,28.0,0.0,7.0,0.0,1.0,4.0,10.0,2.0,38.0,8.0,0.0,9.0,15.0,15.0,2.0,0.0,1.0,2.0,0.0,12.0,133.0,145.0,AER,SVO,2,65,1
1129,2018-02-03,0.0,0.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,70.0,1.0,0.0,4.0,19.0,8.0,0.0,0.0,3.0,1.0,0.0,2.0,137.0,139.0,AER,SVO,1,37,1
1643,2018-02-03,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,92.0,1.0,0.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,144.0,145.0,ASF,SVO,2,10,0
1131,2018-02-03,0.0,0.0,1.0,21.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,88.0,1.0,0.0,1.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,126.0,129.0,AER,SVO,1,21,0
1174,2018-02-03,0.0,0.0,0.0,19.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,97.0,0.0,0.0,0.0,5.0,2.0,6.0,0.0,1.0,4.0,0.0,3.0,138.0,141.0,SVO,ASF,1,17,1
1123,2018-02-03,0.0,0.0,6.0,24.0,14.0,7.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0,30.0,19.0,35.0,5.0,0.0,8.0,0.0,0.0,9.0,150.0,159.0,AER,SVO,2,131,1
1642,2018-02-03,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,86.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,95.0,SVO,ASF,0,3,0
1120,2018-02-03,2.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,35.0,4.0,0.0,2.0,10.0,9.0,1.0,0.0,2.0,0.0,0.0,7.0,74.0,81.0,SVO,AER,1,13,0
1126,2018-02-03,0.0,1.0,4.0,30.0,0.0,6.0,0.0,1.0,2.0,6.0,0.0,57.0,3.0,0.0,11.0,8.0,22.0,1.0,0.0,12.0,1.0,0.0,9.0,156.0,165.0,SVO,AER,2,45,1
1124,2018-02-03,0.0,1.0,6.0,33.0,0.0,6.0,0.0,3.0,4.0,5.0,0.0,54.0,3.0,0.0,19.0,15.0,16.0,2.0,0.0,6.0,0.0,0.0,13.0,160.0,173.0,SVO,AER,2,67,1
1121,2018-02-03,1.0,0.0,1.0,2.0,0.0,6.0,1.0,2.0,5.0,5.0,0.0,28.0,2.0,0.0,1.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,65.0,71.0,AER,SVO,1,191,1
1125,2018-02-03,0.0,0.0,7.0,18.0,0.0,6.0,0.0,2.0,6.0,8.0,4.0,44.0,3.0,0.0,27.0,17.0,22.0,5.0,0.0,4.0,2.0,1.0,13.0,163.0,176.0,AER,SVO,2,181,1
1175,2018-02-03,0.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,93.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,135.0,138.0,ASF,SVO,1,4,0
1122,2018-02-03,0.0,3.0,2.0,22.0,0.0,0.0,1.0,3.0,9.0,18.0,4.0,52.0,7.0,0.0,22.0,10.0,7.0,3.0,0.0,6.0,2.0,0.0,16.0,155.0,171.0,SVO,AER,2,45,1
1134,2018-02-04,0.0,0.0,8.0,34.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,56.0,3.0,0.0,12.0,14.0,14.0,3.0,0.0,6.0,1.0,0.0,11.0,151.0,162.0,SVO,AER,1,45,1
1141,2018-02-04,3.0,3.0,3.0,37.0,0.0,13.0,0.0,3.0,12.0,4.0,0.0,27.0,0.0,0.0,0.0,0.0,39.0,10.0,0.0,0.0,14.0,0.0,9.0,159.0,168.0,AER,SVO,2,84,1
1122,2018-02-04,0.0,0.0,1.0,28.0,0.0,0.0,0.0,4.0,0.0,5.0,2.0,58.0,7.0,0.0,17.0,6.0,16.0,2.0,0.0,5.0,1.0,0.0,12.0,140.0,152.0,SVO,AER,1,46,1
1175,2018-02-04,1.0,0.0,0.0,40.0,0.0,1.0,5.0,0.0,0.0,4.0,0.0,75.0,0.0,0.0,4.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,5.0,134.0,139.0,ASF,SVO,1,25,1
1126,2018-02-04,1.0,0.0,4.0,23.0,0.0,4.0,0.0,1.0,2.0,6.0,3.0,76.0,4.0,0.0,6.0,8.0,10.0,1.0,0.0,4.0,4.0,0.0,9.0,148.0,157.0,SVO,AER,2,29,1
1123,2018-02-04,5.0,1.0,0.0,35.0,18.0,2.0,0.0,13.0,4.0,15.0,5.0,31.0,2.0,0.0,1.0,15.0,8.0,2.0,0.0,4.0,21.0,0.0,16.0,166.0,182.0,AER,SVO,2,96,1
1121,2018-02-04,6.0,4.0,0.0,16.0,0.0,0.0,0.0,6.0,4.0,7.0,0.0,20.0,2.0,0.0,0.0,9.0,3.0,2.0,0.0,4.0,3.0,0.0,12.0,74.0,86.0,AER,SVO,1,88,1
1138,2018-02-04,4.0,0.0,3.0,31.0,0.0,0.0,0.0,3.0,2.0,7.0,4.0,79.0,3.0,0.0,6.0,9.0,9.0,2.0,0.0,3.0,6.0,2.0,11.0,162.0,173.0,SVO,AER,2,17,0
1120,2018-02-04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,35.0,1.0,0.0,1.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,62.0,63.0,SVO,AER,1,8,0
1140,2018-02-04,0.0,4.0,1.0,14.0,0.0,17.0,0.0,4.0,1.0,9.0,1.0,43.0,7.0,1.0,19.0,8.0,43.0,0.0,0.0,2.0,0.0,0.0,16.0,158.0,174.0,SVO,AER,2,47,1
1642,2018-02-04,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,69.0,SVO,ASF,0,3,0
1135,2018-02-04,4.0,1.0,2.0,22.0,0.0,16.0,0.0,6.0,21.0,25.0,0.0,36.0,4.0,0.0,1.0,0.0,10.0,8.0,0.0,4.0,10.0,0.0,13.0,157.0,170.0,AER,SVO,1,100,1
1131,2018-02-04,0.0,1.0,4.0,31.0,0.0,0.0,1.0,1.0,22.0,5.0,0.0,39.0,3.0,0.0,2.0,7.0,11.0,0.0,0.0,5.0,5.0,0.0,10.0,127.0,137.0,AER,SVO,1,62,1
1643,2018-02-04,1.0,1.0,2.0,31.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,83.0,1.0,0.0,7.0,0.0,14.0,2.0,0.0,5.0,1.0,0.0,5.0,149.0,154.0,ASF,SVO,2,13,0
1127,2018-02-04,4.0,0.0,2.0,29.0,0.0,5.0,0.0,10.0,23.0,13.0,4.0,35.0,4.0,0.0,0.0,0.0,9.0,19.0,0.0,4.0,16.0,0.0,16.0,161.0,177.0,AER,SVO,2,83,1
1173,2018-02-04,4.0,0.0,1.0,29.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,96.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,4.0,145.0,149.0,ASF,SVO,2,10,0
1124,2018-02-04,0.0,3.0,6.0,13.0,0.0,1.0,2.0,1.0,15.0,3.0,0.0,44.0,0.0,0.0,0.0,9.0,2.0,7.0,0.0,5.0,3.0,0.0,12.0,102.0,114.0,SVO,AER,0,80,1
1139,2018-02-04,4.0,1.0,0.0,24.0,0.0,12.0,1.0,9.0,18.0,32.0,0.0,36.0,3.0,0.0,4.0,13.0,0.0,6.0,0.0,4.0,13.0,2.0,16.0,166.0,182.0,AER,SVO,2,75,1
1172,2018-02-04,0.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,89.0,0.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,131.0,132.0,SVO,ASF,1,7,0
1130,2018-02-04,0.0,0.0,2.0,10.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,100.0,4.0,0.0,42.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,158.0,168.0,SVO,AER,2,10,0
1174,2018-02-04,0.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,4.0,4.0,0.0,78.0,0.0,0.0,6.0,10.0,3.0,3.0,0.0,0.0,1.0,0.0,6.0,118.0,124.0,SVO,ASF,1,20,1
1129,2018-02-04,4.0,8.0,1.0,26.0,0.0,2.0,0.0,0.0,1.0,9.0,0.0,41.0,1.0,0.0,13.0,12.0,21.0,0.0,0.0,5.0,5.0,2.0,12.0,139.0,151.0,AER,SVO,1,53,1
1125,2018-02-04,0.0,0.0,1.0,27.0,0.0,2.0,0.0,12.0,7.0,17.0,4.0,51.0,3.0,0.0,0.0,13.0,19.0,9.0,0.0,3.0,13.0,0.0,16.0,165.0,181.0,AER,SVO,2,101,1
1128,2018-02-04,2.0,2.0,8.0,37.0,0.0,3.0,1.0,1.0,1.0,28.0,0.0,34.0,3.0,0.0,4.0,9.0,22.0,0.0,0.0,0.0,1.0,0.0,15.0,141.0,156.0,SVO,AER,1,37,1
1131,2018-02-05,6.0,1.0,2.0,40.0,0.0,35.0,6.0,2.0,15.0,9.0,7.0,20.0,3.0,0.0,0.0,0.0,1.0,18.0,0.0,4.0,4.0,0.0,14.0,159.0,173.0,AER,SVO,2,69,1
1127,2018-02-05,0.0,3.0,5.0,11.0,0.0,4.0,2.0,4.0,1.0,29.0,0.0,38.0,6.0,0.0,22.0,15.0,5.0,7.0,0.0,4.0,2.0,0.0,20.0,138.0,158.0,AER,SVO,2,40,1
1125,2018-02-05,0.0,4.0,4.0,24.0,0.0,5.0,0.0,6.0,13.0,33.0,1.0,11.0,2.0,0.0,27.0,13.0,14.0,3.0,0.0,10.0,2.0,0.0,16.0,156.0,172.0,AER,SVO,2,45,1
1120,2018-02-05,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,38.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,54.0,57.0,SVO,AER,1,15,0
1138,2018-02-05,3.0,0.0,7.0,12.0,0.0,9.0,0.0,0.0,8.0,15.0,1.0,48.0,2.0,0.0,28.0,13.0,13.0,6.0,0.0,3.0,1.0,0.0,9.0,160.0,169.0,SVO,AER,2,26,0
1135,2018-02-05,3.0,4.0,3.0,35.0,0.0,7.0,0.0,2.0,30.0,5.0,30.0,28.0,3.0,0.0,0.0,0.0,1.0,21.0,0.0,1.0,2.0,2.0,14.0,163.0,177.0,AER,SVO,1,104,1
1121,2018-02-05,0.0,0.0,4.0,2.0,0.0,11.0,1.0,0.0,6.0,11.0,2.0,0.0,3.0,0.0,35.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,8.0,73.0,81.0,AER,SVO,1,81,1
1123,2018-02-05,0.0,0.0,3.0,9.0,0.0,0.0,0.0,2.0,6.0,100.0,4.0,12.0,4.0,0.0,7.0,6.0,7.0,9.0,0.0,1.0,2.0,0.0,9.0,163.0,172.0,AER,SVO,2,68,1
1129,2018-02-05,4.0,4.0,11.0,35.0,0.0,0.0,0.0,2.0,0.0,70.0,3.0,8.0,8.0,0.0,4.0,0.0,7.0,4.0,0.0,0.0,4.0,0.0,25.0,139.0,164.0,AER,SVO,1,91,1
1124,2018-02-05,4.0,0.0,3.0,29.0,0.0,5.0,0.0,5.0,2.0,21.0,3.0,20.0,5.0,0.0,52.0,7.0,1.0,13.0,0.0,0.0,7.0,1.0,14.0,164.0,178.0,SVO,AER,2,49,1
1122,2018-02-05,2.0,5.0,0.0,20.0,0.0,6.0,0.0,5.0,2.0,9.0,3.0,49.0,2.0,0.0,11.0,10.0,7.0,12.0,0.0,1.0,7.0,0.0,12.0,139.0,151.0,SVO,AER,1,49,1
1134,2018-02-05,4.0,0.0,2.0,0.0,0.0,11.0,0.0,5.0,7.0,18.0,8.0,37.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,7.0,0.0,11.0,104.0,115.0,SVO,AER,0,56,1
1130,2018-02-05,4.0,0.0,2.0,6.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,84.0,2.0,0.0,5.0,2.0,3.0,1.0,0.0,9.0,3.0,0.0,4.0,125.0,129.0,SVO,AER,1,1,0
1643,2018-02-05,0.0,0.0,0.0,10.0,0.0,1.0,2.0,0.0,0.0,12.0,0.0,96.0,1.0,0.0,0.0,10.0,10.0,2.0,0.0,3.0,0.0,0.0,3.0,144.0,147.0,ASF,SVO,2,12,0
1126,2018-02-05,2.0,0.0,2.0,22.0,0.0,8.0,0.0,16.0,2.0,14.0,0.0,22.0,0.0,0.0,21.0,8.0,11.0,2.0,0.0,4.0,12.0,0.0,18.0,128.0,146.0,SVO,AER,2,25,0
1128,2018-02-05,1.0,0.0,3.0,6.0,0.0,1.0,1.0,0.0,3.0,9.0,3.0,99.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,10.0,133.0,143.0,SVO,AER,1,9,0
1139,2018-02-05,4.0,2.0,5.0,34.0,1.0,10.0,4.0,4.0,25.0,50.0,7.0,18.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,2.0,2.0,0.0,15.0,164.0,179.0,AER,SVO,2,84,1
1642,2018-02-05,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,SVO,ASF,0,26,1
1141,2018-02-05,0.0,1.0,3.0,20.0,0.0,1.0,1.0,3.0,2.0,9.0,5.0,25.0,8.0,0.0,25.0,20.0,28.0,3.0,0.0,20.0,0.0,0.0,16.0,158.0,174.0,AER,SVO,2,13,0
1172,2018-02-05,0.0,1.0,0.0,23.0,0.0,0.0,2.0,0.0,2.0,7.0,0.0,77.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,121.0,124.0,SVO,ASF,1,5,0
1140,2018-02-05,0.0,2.0,10.0,17.0,9.0,5.0,0.0,3.0,4.0,12.0,0.0,29.0,1.0,0.0,30.0,12.0,25.0,1.0,0.0,5.0,6.0,0.0,16.0,155.0,171.0,SVO,AER,2,17,0
1174,2018-02-05,2.0,0.0,8.0,26.0,0.0,0.0,5.0,6.0,0.0,5.0,0.0,73.0,0.0,0.0,2.0,4.0,3.0,4.0,0.0,3.0,0.0,0.0,19.0,122.0,141.0,SVO,ASF,1,7,0
1173,2018-02-05,0.0,0.0,0.0,32.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,88.0,1.0,0.0,1.0,14.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,148.0,150.0,ASF,SVO,2,19,1
1175,2018-02-05,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,78.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,129.0,130.0,ASF,SVO,1,7,0
1642,2018-02-06,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,8.0,55.0,63.0,SVO,ASF,0,4,0
1124,2018-02-06,0.0,1.0,8.0,8.0,0.0,2.0,0.0,3.0,1.0,2.0,3.0,113.0,0.0,1.0,10.0,7.0,3.0,1.0,0.0,5.0,1.0,2.0,14.0,157.0,171.0,SVO,AER,2,12,0
1129,2018-02-06,0.0,0.0,6.0,12.0,0.0,3.0,0.0,1.0,3.0,7.0,0.0,88.0,2.0,0.0,5.0,5.0,3.0,0.0,0.0,2.0,1.0,0.0,9.0,129.0,138.0,AER,SVO,1,10,0
1125,2018-02-06,0.0,0.0,3.0,26.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,81.0,3.0,0.0,10.0,14.0,12.0,0.0,0.0,7.0,2.0,0.0,6.0,161.0,167.0,AER,SVO,2,24,0
1134,2018-02-06,0.0,0.0,4.0,26.0,0.0,4.0,0.0,5.0,2.0,9.0,0.0,63.0,1.0,0.0,7.0,10.0,5.0,0.0,0.0,9.0,0.0,0.0,10.0,135.0,145.0,SVO,AER,1,15,0
1141,2018-02-06,0.0,0.0,5.0,21.0,0.0,1.0,1.0,2.0,0.0,5.0,0.0,96.0,5.0,0.0,9.0,16.0,12.0,0.0,0.0,4.0,0.0,0.0,13.0,164.0,177.0,AER,SVO,2,12,0
1122,2018-02-06,1.0,0.0,4.0,27.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,90.0,6.0,0.0,3.0,18.0,4.0,1.0,0.0,6.0,2.0,0.0,12.0,162.0,174.0,SVO,AER,2,16,0
1643,2018-02-06,0.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,95.0,1.0,0.0,9.0,1.0,4.0,2.0,0.0,3.0,0.0,0.0,2.0,141.0,143.0,ASF,SVO,2,8,0
1174,2018-02-06,1.0,0.0,0.0,25.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,72.0,0.0,0.0,2.0,4.0,8.0,1.0,0.0,2.0,5.0,4.0,7.0,124.0,131.0,SVO,ASF,1,10,0
1127,2018-02-06,0.0,0.0,4.0,18.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,55.0,3.0,0.0,7.0,17.0,14.0,0.0,0.0,4.0,0.0,0.0,8.0,122.0,130.0,AER,SVO,1,46,1
1135,2018-02-06,0.0,1.0,6.0,27.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,82.0,4.0,0.0,2.0,15.0,6.0,0.0,0.0,5.0,0.0,0.0,23.0,138.0,161.0,AER,SVO,1,13,0
1128,2018-02-06,2.0,0.0,7.0,14.0,0.0,4.0,2.0,2.0,0.0,7.0,0.0,94.0,5.0,0.0,8.0,0.0,8.0,0.0,0.0,2.0,2.0,0.0,16.0,141.0,157.0,SVO,AER,1,11,0
1126,2018-02-06,0.0,2.0,8.0,6.0,0.0,3.0,1.0,0.0,1.0,7.0,0.0,93.0,4.0,0.0,11.0,5.0,4.0,1.0,0.0,1.0,2.0,0.0,15.0,134.0,149.0,SVO,AER,2,12,0
1173,2018-02-06,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68.0,0.0,0.0,4.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,104.0,104.0,ASF,SVO,0,25,1
1121,2018-02-06,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,16.0,0.0,0.0,6.0,16.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,68.0,68.0,AER,SVO,1,22,0
1131,2018-02-06,0.0,0.0,4.0,15.0,0.0,7.0,3.0,1.0,5.0,10.0,1.0,71.0,1.0,0.0,10.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,9.0,131.0,140.0,AER,SVO,1,14,0
1139,2018-02-06,0.0,0.0,4.0,23.0,0.0,4.0,0.0,0.0,2.0,13.0,2.0,95.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,2.0,0.0,0.0,4.0,159.0,163.0,AER,SVO,2,10,0
1175,2018-02-06,0.0,0.0,0.0,30.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,77.0,0.0,0.0,3.0,0.0,4.0,6.0,0.0,3.0,0.0,0.0,2.0,128.0,130.0,ASF,SVO,1,5,0
1140,2018-02-06,0.0,2.0,6.0,59.0,0.0,1.0,0.0,6.0,0.0,5.0,0.0,71.0,1.0,0.0,6.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,15.0,153.0,168.0,SVO,AER,2,15,0
1120,2018-02-06,0.0,0.0,2.0,7.0,0.0,1.0,6.0,0.0,0.0,3.0,2.0,44.0,2.0,0.0,1.0,4.0,3.0,5.0,0.0,2.0,0.0,2.0,12.0,72.0,84.0,SVO,AER,1,1,0
1138,2018-02-06,0.0,0.0,2.0,11.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,117.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,6.0,2.0,0.0,3.0,153.0,156.0,SVO,AER,2,6,0
1123,2018-02-06,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,2.0,0.0,14.0,14.0,13.0,0.0,0.0,4.0,0.0,0.0,4.0,157.0,161.0,AER,SVO,2,13,0
1172,2018-02-06,0.0,0.0,0.0,32.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,61.0,1.0,0.0,3.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0,107.0,111.0,SVO,ASF,0,13,0
1130,2018-02-06,0.0,0.0,6.0,11.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,84.0,0.0,0.0,7.0,1.0,14.0,2.0,0.0,1.0,0.0,0.0,8.0,128.0,136.0,SVO,AER,1,1,0
1141,2018-02-07,0.0,1.0,5.0,23.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,106.0,2.0,0.0,1.0,14.0,2.0,0.0,0.0,1.0,0.0,0.0,13.0,147.0,160.0,AER,SVO,2,14,0
1172,2018-02-07,2.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,44.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,139.0,141.0,SVO,ASF,2,34,1
1134,2018-02-07,0.0,0.0,2.0,12.0,0.0,6.0,0.0,4.0,3.0,14.0,2.0,39.0,7.0,0.0,26.0,8.0,9.0,2.0,0.0,5.0,0.0,0.0,13.0,126.0,139.0,SVO,AER,1,40,1
1121,2018-02-07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,0.0,0.0,7.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0,56.0,59.0,AER,SVO,1,12,0
1131,2018-02-07,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,90.0,90.0,AER,SVO,0,3,0
1124,2018-02-07,0.0,2.0,5.0,25.0,0.0,5.0,2.0,3.0,1.0,12.0,2.0,63.0,1.0,0.0,13.0,14.0,4.0,2.0,0.0,8.0,0.0,0.0,13.0,149.0,162.0,SVO,AER,2,21,0
1175,2018-02-07,0.0,0.0,0.0,34.0,0.0,0.0,4.0,1.0,1.0,5.0,0.0,79.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,5.0,129.0,134.0,ASF,SVO,1,6,0
1174,2018-02-07,0.0,0.0,0.0,29.0,0.0,2.0,2.0,1.0,0.0,3.0,1.0,78.0,1.0,0.0,2.0,4.0,6.0,0.0,0.0,2.0,0.0,0.0,4.0,127.0,131.0,SVO,ASF,1,7,0
1130,2018-02-07,3.0,0.0,2.0,13.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,70.0,2.0,0.0,7.0,0.0,16.0,1.0,0.0,6.0,1.0,1.0,5.0,125.0,130.0,SVO,AER,1,8,0
1129,2018-02-07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,99.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,102.0,105.0,AER,SVO,0,4,0
1122,2018-02-07,1.0,0.0,10.0,34.0,0.0,6.0,0.0,3.0,3.0,5.0,1.0,57.0,1.0,0.0,9.0,10.0,21.0,0.0,0.0,7.0,1.0,0.0,14.0,155.0,169.0,SVO,AER,2,28,1
